741260747247193,-0.960403,4.653523,9.160950
741260767223001,-0.663420,4.641548,8.732242
741260787198937,-0.502954,4.646338,8.408914
741260807174745,-0.591570,4.696633,8.466394
741260827150681,-0.538879,4.636758,8.550220
741260847125684,-0.505349,4.634363,8.662786
741260867101620,-0.342488,4.708609,8.749006
741260887077428,0.093406,4.615203,8.576566
741260907053236,0.407153,4.509822,8.384964
741260927029044,0.574805,4.464316,8.576566
741260947005754,0.376018,4.615203,8.657996
741260966981690,0.160466,4.639153,8.657996
741260986957498,0.009580,4.751719,8.777747
741261006933306,-0.227527,4.797225,8.566985
741261026909114,-0.347278,4.866680,8.322693
741261046884500,-0.419128,4.864285,8.823253
741261066860308,-0.004790,4.629573,9.237591
741261086836244,-1.312471,4.921765,9.342972
741261106812052,-1.180745,5.300179,8.847202
741261126787860,0.692161,4.581673,8.205338
741261146755317,1.147214,4.552932,8.535850
741261166730997,1.082549,4.627178,8.337064
741261186706677,0.110171,5.048701,8.296348
741261206682357,-0.028740,4.861890,8.085587
741261226658037,-0.778381,4.902605,8.926238
741261246614998,-0.790356,4.926555,9.625584
741261266590294,-0.213157,5.269043,7.288045
741261286565590,-1.551973,5.762417,7.685618
741261306540886,-2.294429,5.678592,7.793394
741261326516182,-0.859812,5.087022,7.082073
741261346488368,-0.239502,4.943321,8.365804
741261366463536,-0.220342,5.228328,8.248447
741261386438832,1.166375,4.785249,8.681946
741261406414000,1.654959,4.440366,10.911710
741261426389296,1.341211,3.985313,10.705738
741261446361300,0.186812,3.372188,9.654325
741261466336468,-4.636758,5.089417,8.863968
741261486311636,-4.184099,4.914580,8.337064
741261506286804,-2.282454,4.437972,6.547984
741261526261972,-1.451382,4.011658,5.206773
741261546228442,-1.058599,3.652405,5.563631
741261566203482,-0.735271,3.458408,6.200706
741261586178522,-0.687371,3.130291,6.797066
741261606153434,-0.256267,2.977009,7.913145
741261626128474,-0.922083,3.669170,7.048543
741261646096114,-2.775828,4.325406,5.199588
741261666070898,-0.914898,3.918252,5.630691
741261686045682,-1.171165,4.423601,7.007827
741261706020466,-1.070574,4.440366,8.327483
741261725995250,-1.324446,5.218748,7.026988
741261745963451,-1.252595,6.286927,5.422325
741261765938107,-2.557881,7.122788,8.334668
741261785912763,-3.623665,6.868917,13.824054
741261805887419,-3.489544,7.079678,16.793879
741261825862075,-4.081113,7.774234,16.171173
741261845824478,-4.255950,8.236472,15.620318
741261865798750,-5.082232,8.310719,17.081280
741261885773022,-2.536326,7.314390,18.281185
741261905747294,-0.570015,6.979087,16.654966
741261925721566,-1.647774,7.831714,15.011983
741261945691516,-3.005750,8.344249,15.299385
741261965665660,-2.869234,8.459209,14.087505
741261985639804,-0.866997,7.824529,12.997771
741262005613948,-0.859812,6.933582,13.014537
741262025588092,-3.376978,6.706055,11.405084
741262045559790,-5.110972,6.514453,6.502478
741262065533806,-3.523074,5.340894,1.271755
741262085507822,0.625100,2.605781,0.328118
741262105481838,2.543511,0.754431,0.483794
741262125455854,1.192720,0.749641,-1.262175
741262145429382,0.368833,0.754431,-3.159031
741262165403398,-0.550855,0.059875,-3.757786
741262185377286,0.981958,-0.843047,-4.725374
741262205351302,4.691844,-0.493374,-2.806963
