740539984167353,1.942361,5.345684,7.716753
740540004153175,1.662144,5.254673,7.850874
740540024137559,1.592688,5.142107,7.798184
740540044121943,1.813030,5.173243,7.831714
740540064106455,2.059717,5.266648,7.980206
740540084090839,1.616638,5.151687,8.557405
740540104069152,0.962798,4.945715,9.115445
740540124053408,0.890947,4.895420,9.268726
740540144037664,1.252595,4.888235,8.691526
740540164021920,1.295706,5.110972,8.346643
740540184006176,1.463357,5.154082,8.176597
740540203989219,1.599873,5.127737,8.193362
740540223973475,1.499282,5.115762,8.507110
740540243957603,1.396297,5.041516,8.988508
740540263941859,1.444197,4.984036,8.940608
740540283926115,1.769920,5.084627,8.835227
740540303907183,1.652564,5.247488,8.566985
740540323891439,1.353186,5.010381,8.557405
740540343884684,1.456172,5.225933,8.708291
740540363868940,1.298101,5.257068,7.745493
740540383853196,1.676514,4.699028,7.999366
740540403844431,1.278940,5.324129,7.965835
740540423828815,1.844165,5.604346,8.102351
740540443813071,1.472937,5.400769,8.581355
740540463797455,1.005908,5.257068,8.437654
740540483781839,2.155518,5.475015,7.779024
740540503767550,1.587898,5.484595,7.525152
740540523752062,0.922083,5.084627,8.428074
740540543736446,2.275269,4.775669,9.261541
740540563720830,1.961521,5.446275,9.422008
740540583705214,0.581990,4.694239,8.238868
740540603686599,-1.005908,5.132527,8.710687
740540623670983,-0.936453,4.615203,9.326206
740540643655367,-2.395020,3.961362,9.711804
740540663639751,-2.830913,4.342171,9.060359
740540683624135,-2.234553,3.970942,7.783814
740540703611232,-2.450105,4.248765,7.144343
740540723595616,-2.371069,4.222420,7.062913
740540743580000,-1.784290,3.748206,7.625742
740540763564384,-2.311194,3.192561,7.996971
740540783548768,-3.032095,2.883604,8.435259
740540803528367,-1.434617,3.223696,10.480606
740540823512623,2.665657,3.724256,12.549903
740540843497007,3.822451,4.002078,9.766891
740540863481263,4.291875,4.655918,9.893826
740540883465519,-2.866838,4.847520,7.889194
740540903450598,-6.902447,4.049978,4.325406
740540923434854,-6.648574,4.622388,6.732400
740540943419238,-4.617598,3.800896,8.696317
740540963403494,-3.626060,3.594924,9.108259
740540983387750,-4.380491,4.617598,11.275752
740541003371216,-2.881209,6.797066,8.897498
740541023355600,-2.351909,5.489385,5.252278
740541043339856,-5.661827,5.597161,3.803291
740541063324112,-6.028265,7.113208,3.223696
740541083308368,-6.164781,5.970784,5.532495
740541103285334,-4.792434,4.196074,4.109854
740541123269334,-4.143384,3.791316,4.859495
740541143253334,-3.199746,2.842888,4.794829
740541163237462,-3.374583,1.731599,4.284690
740541183221462,-2.811753,0.397573,4.162544
740541203205826,-2.315984,-0.081431,5.513335
740541223189954,-2.933899,-0.414338,5.542076
740541243173954,-3.736231,-0.986748,3.520679
740541263158082,-2.280059,-1.781895,2.512376
740541283142082,-1.413062,-2.342329,1.714834
740541303123119,-2.512376,-2.878814,-0.270637
740541323107247,-4.203259,-3.736231,-0.349673
740541343091247,-5.551655,-4.337380,1.762734
740541363075375,-7.841294,-3.791316,3.439248
740541383059375,-7.376660,-4.363726,3.259622
740541403047245,-6.730005,-5.259463,2.526746
740541423031373,-8.255632,-5.578001,2.083667
740541443015501,-10.195599,-5.324129,0.644260
740541462999629,-12.099639,-4.543352,-0.031135
740541482983757,-15.821500,-2.780618,-1.743574
740541502967385,-18.182989,-1.609453,-2.775828
740541522951513,-18.786533,-3.008145,-2.220183
740541542935641,-18.321899,-5.103787,-0.811912
740541562919769,-18.719473,-5.429510,0.359253
740541582903897,-21.128862,-4.002078,0.083826
740541602889377,-23.030508,-2.519561,-0.045505
