738359667240624,1.202300,5.075047,9.460327
738359687244080,1.096919,4.871470,10.348880
738359707244153,1.142424,5.003196,9.146580
738359727247609,0.958008,5.110972,8.279583
738359747250937,0.778381,5.130132,7.968230
738359767254393,1.513652,5.424719,6.413863
738359787258560,1.140029,5.930068,6.497688
738359807262423,0.404758,6.080955,8.071217
738359827265751,0.651445,5.714517,9.031619
738359847269207,1.451382,5.333709,8.624466
738359867272663,1.556763,5.357659,7.438931
738359887276119,0.505349,6.028265,6.995852
738359907279849,1.300496,6.306087,8.274793
738359927283305,1.702859,5.489385,8.322693
738359947286633,0.905317,5.556446,8.279583
738359967290089,0.761616,5.587581,9.192085
738359987293545,0.821492,5.819898,9.661510
738360007288955,1.520837,5.745652,8.181387
738360027292283,2.143543,5.525311,7.505991
738360047295483,1.408272,5.489385,6.631809
738360067298683,0.953218,4.845125,6.473738
738360087301883,0.220342,5.348079,7.422166
738360107302224,-0.924478,5.987549,10.078242
738360127305296,-0.182021,6.411468,11.220667
738360147308368,1.767524,5.807923,7.889194
738360167311440,3.053650,5.448669,6.236631
738360187314512,3.570974,4.984036,6.528823
738360207324994,3.508704,4.485872,6.509664
738360227328194,3.314707,4.873865,6.864126
738360247331522,3.767366,4.821175,8.353828
738360267334722,4.507427,3.297942,8.928633
738360287337922,4.263135,2.217788,9.750125
738360307338019,2.814148,3.448828,10.231524
738360327341219,1.496887,5.968389,9.654325
738360347344547,0.910107,8.229287,9.012459
738360367347747,4.392466,6.277347,6.152805
738360387350947,7.264094,3.970942,4.200864
738360407352359,6.521638,4.172124,3.968548
738360427355559,4.176914,6.071375,5.968389
738360447358631,3.422483,6.706055,5.898933
738360467361831,1.865720,6.595884,4.773274
738360487365031,1.245410,5.877378,0.457449
738360507363501,7.438931,5.510940,6.631809
738360527366573,8.152647,4.160149,10.401570
738360547369773,6.088140,3.606899,9.896221
738360567372845,5.740862,3.693120,9.484278
738360587375917,6.871311,4.330195,6.619834
738360607386138,8.382568,5.055886,4.598438
738360627389466,8.358619,4.701424,4.076324
738360647392666,6.698870,4.038003,1.904041
738360667395994,5.194798,3.221301,4.325406
738360687399194,4.308640,2.426155,6.641389
738360707402941,3.750601,3.396138,5.522915
738360727406269,9.999207,4.639153,1.312471
738360747409469,6.806646,2.095642,-2.627337
738360767412669,3.254832,2.687212,-5.376819
738360787415869,3.194956,2.282454,-4.528982
738360807422963,4.569697,0.637075,-0.433499
738360827426291,5.194798,-1.269360,3.798501
738360847429619,4.804410,-1.489702,5.297783
738360867432947,4.730164,-2.471660,2.406995
738360887436275,5.731282,-3.532654,2.689607
738360907446367,10.873389,-3.539839,3.166216
738360927449823,12.710369,-3.729046,2.687212
738360947453279,11.867322,-3.309917,4.703819
738360967456735,9.225616,-3.527864,4.509822
738360987460191,6.157596,-4.425996,1.530418
738361007463592,5.604346,-6.181546,-1.331631
738361027467048,8.538245,-8.047266,-0.943638
738361047470504,13.119918,-8.653206,0.526904
738361067473960,15.632293,-7.513176,2.644102
738361087477416,11.989469,-8.085587,1.257385
738361107474350,9.417217,-9.295072,-0.129331
738361127477678,9.625584,-9.616004,-0.244292
738361147481006,11.184742,-9.285491,-0.831072
738361167484334,13.354630,-8.440049,-1.125659
738361187487662,13.397739,-8.844808,-0.819097
738361207493891,12.858860,-8.837623,-0.560435
738361227497219,12.691209,-8.404124,-0.258662
738361247500675,11.536810,-7.937095,-1.420247
738361267504003,8.449629,-7.304810,-3.161426
738361287507459,5.726492,-6.112090,-2.668052
738361307507526,7.510782,-6.025869,-1.676514
738361327510854,8.964559,-7.180269,-1.163980
738361347514182,7.970625,-5.973179,-1.163980
738361367517510,9.491463,-6.277347,-3.362607
738361387520838,8.667576,-6.471343,-2.866838
738361407523971,8.566985,-7.077283,-1.319656
738361427527299,7.343130,-7.182664,-1.899251
738361447530627,6.610254,-7.098838,-2.191443
738361467534083,7.015013,-6.835386,-1.214275
738361487537411,8.135881,-6.924002,-0.890947
738361507537063,8.866363,-7.144343,-1.041834
738361527540391,8.315508,-7.242539,-1.266965
738361547543719,7.220984,-7.328760,-2.038162
738361567547047,6.028265,-7.688013,-3.118315
738361587550375,5.939649,-7.676038,-3.187771
738361607551196,6.650970,-7.393425,-2.598596
738361627554396,6.909632,-7.311995,-2.186653
738361647557596,6.303692,-7.391031,-2.212998
738361667560796,6.001919,-7.328760,-2.507586
